3.99997 4.03154 4.06311 4.09468 4.12625 4.15782 4.18938 4.22095 4.25252 4.28408 4.31564 4.3472 4.37876 4.41032 4.44188 4.47343 4.50498 4.53653 4.56807 4.59961 4.63115 4.66268 4.6942 4.72572 4.75723 4.78873 4.82023 4.85171 4.88318 4.91464 4.94608 4.9775 5.0089 5.04029 5.07164 5.10297 5.13427 5.16552 5.19674 5.22791 5.25903 5.29008 5.32107 5.35198 5.3828 5.41353 5.44414 5.47463 5.50497 5.53515 5.56515 5.59494 5.62449 5.65378 5.68277 5.71143 5.7397 5.76754 5.79489 5.82169 5.84787 5.87335 5.89804 5.92184 5.94464 5.96631 5.98671 6.00568 6.02305 6.03862 6.05219 6.0635 6.0723 6.07829 6.08117 6.08058 6.07617 6.06752 6.05421 6.03579 6.01178 5.98171 5.94507 5.90136 5.85011 5.79085 5.72317 5.64671 5.56119 5.46643 5.3624 5.24918 5.12703 4.99638 4.85787 4.7123 4.56066 4.40411 4.24394 4.08156 3.91844 3.75606 3.59589 3.43934 3.2877 3.14213 3.00362 2.87297 2.75082 2.6376 2.53357 2.43881 2.35329 2.27683 2.20915 2.14989 2.09864 2.05493 2.01829 1.98822 1.96421 1.94579 1.93248 1.92383 1.91942 1.91883 1.92171 1.9277 1.9365 1.94781 1.96138 1.97695 1.99432 2.01329 2.03369 2.05536 2.07816 2.10196 2.12665 2.15213 2.17831 2.20511 2.23246 2.2603 2.28857 2.31723 2.34622 2.37551 2.40506 2.43485 2.46485 2.49503 2.52537 2.55586 2.58647 2.6172 2.64802 2.67893 2.70992 2.74097 2.77209 2.80326 2.83448 2.86573 2.89703 2.92836 2.95971 2.9911 3.0225 3.05392 3.08536 3.11682 3.14829 3.17977 3.21127 3.24277 3.27428 3.3058 3.33732 3.36885 3.40039 3.43193 3.46347 3.49502 3.52657 3.55812 3.58968 3.62124 3.6528 3.68436 3.71592 3.74748 3.77905 3.81062 3.84218 3.87375 3.90532 3.93689 3.96846 4.00003 
4.03988 3.94186 8.53076 8.53067 0.000194291 0.000225942 0.000262564 0.000304917 0.000353876 0.000410448 0.000475788 0.000551226 0.000638289 0.000738731 0.000854568 0.000988113 0.00114202 0.00131935 0.00152358 0.00175874 0.00202944 0.00234094 0.00269932 0.00311151 0.00358547 0.00413033 0.00475654 0.00547607 0.00630264 0.00725197 0.00834205 0.00959347 0.0110298 0.0126781 0.0145691 0.0167383 0.019226 0.0220784 0.0253484 0.0290964 0.0333914 0.0383122 0.0439491 0.0504048 0.0577969 0.0662594 0.0759452 0.0870289 0.0997093 0.114213 0.130798 0.149758 0.171428 0.196187 0.224467 0.256759 0.293617 0.335672 0.383635 0.438311 0.500609 0.571551 0.652286 0.744106 0.848451 0.966932 1.10134 1.25366 1.42607 1.62097 1.84099 2.08896 2.36792 2.68112 3.03197 3.424 3.86082 4.34601 4.88302 5.47506 6.12492 6.83473 7.60584 8.43843 9.33138 10.2819 11.2852 12.3346 13.4207 14.5322 15.655 16.773 17.8682 18.9213 19.912 20.8201 21.6263 22.3128 22.864 23.2677 23.5151 23.6013 23.5255 23.2911 22.9051 22.3781 21.7234 20.957 20.096 19.1589 18.1642 17.1301 16.0738 15.0113 13.9567 12.9223 11.9183 10.953 10.0327 9.16185 8.34341 7.57886 6.86855 6.21183 5.6073 5.05299 4.54649 4.08513 3.66603 3.28628 2.94294 2.63312 2.35404 2.10305 1.87762 1.6754 1.4942 1.33199 1.18691 1.05725 0.941443 0.838079 0.74587 0.66365 0.590369 0.52508 0.466932 0.415159 0.369075 0.328066 0.291579 0.259123 0.230258 0.20459 0.18177 0.161482 0.143449 0.127422 0.113179 0.100522 0.0892765 0.079285 0.0704085 0.0625231 0.0555186 0.0492968 0.0437708 0.0388628 0.034504 0.030633 0.0271955 0.024143 0.0214325 0.0190258 0.0168888 0.0149915 0.013307 0.0118114 0.0104837 0.00930498 0.0082586 0.00732972 0.00650516 0.00577323 0.00512354 0.00454686 0.004035 0.00358069 0.00317746 0.00281958 0.00250196 0.00222007 0.0019699 0.00174789 0.00155087 0.00137603 0.00122087 -8.57281 4.15972 4.19177 
3.90417 0.333761 -747.672 -391.213 -1161.02 351.489 760.636 760.626 0.00572503 0.00659912 0.00760417 0.00875954 0.0100874 0.011613 0.0133656 0.0153783 0.0176893 0.0203422 0.023387 0.0268806 0.0308886 0.0354855 0.0407568 0.0468001 0.0537271 0.0616651 0.0707597 0.0811771 0.0931067 0.106765 0.122398 0.140287 0.160752 0.184155 0.210912 0.241492 0.276427 0.316323 0.361864 0.413821 0.473069 0.540588 0.617483 0.70499 0.804488 0.917513 1.04577 1.19112 1.35562 1.54149 1.75112 1.98705 2.25191 2.5484 2.87918 3.24674 3.65326 4.10034 4.5887 5.11773 5.68493 6.28517 6.90975 7.54513 8.17144 8.76045 9.27325 9.65723 9.84254 9.7379 9.22567 8.15636 6.34258 3.55275 -0.494939 -6.13772 -13.7715 -23.8507 -36.8832 -53.4177 -74.0214 -99.2451 -129.574 -165.361 -206.748 -253.568 -305.25 -360.722 -418.342 -475.859 -530.444 -578.791 -617.303 -642.364 -650.669 -639.582 -607.475 -553.992 -480.199 -388.579 -282.877 -167.806 -48.6504 69.1764 180.568 281.105 367.341 436.969 488.873 523.061 540.509 542.947 532.611 512 483.662 450.012 413.213 375.094 337.128 300.427 265.781 233.693 204.436 178.105 154.657 133.961 115.825 100.024 86.3218 74.4817 64.2783 55.502 47.9622 41.4886 35.9311 31.1583 27.0568 23.5285 20.4898 17.869 15.6053 13.6468 11.9496 10.4764 9.19558 8.08011 7.10715 6.25721 5.51368 4.86235 4.29107 3.78939 3.34837 2.96027 2.61842 2.31707 2.05119 1.81647 1.6091 1.42581 1.2637 1.12027 0.993313 0.880892 0.781311 0.693077 0.614878 0.545555 0.484089 0.42958 0.381233 0.338345 0.300295 0.266534 0.236576 0.20999 0.186395 0.165454 0.146867 0.130368 0.115724 0.102724 0.091185 0.0809414 0.0718481 0.0637759 0.05661 0.0502486 0.0446016 0.0395887 0.0351386 0.0311883 0.0276817 0.0245689 0.0218058 -764.471 370.943 362.315 -4.83216 18.434 
-1.06641 503.254 -3.2231e+06 -4.69996e+06 1.36094e+07 -3.999e+06 -1.55598e+07 2.6527e+06 -239118 31393.2 67821.8 67820.9 0.149784 0.171785 0.196964 0.22577 0.258714 0.296374 0.339408 0.388558 0.444665 0.508676 0.581659 0.664809 0.759468 0.86713 0.989455 1.12828 1.28561 1.46364 1.66475 1.89145 2.1464 2.43234 2.75198 3.10793 3.50254 3.93762 4.4142 4.93207 5.48925 6.08127 6.70019 7.33345 7.9623 8.55986 9.08873 9.49806 9.72006 9.66589 9.22099 8.24009 6.54211 3.90563 0.0658967 -5.28505 -12.4929 -21.9269 -33.9528 -48.8871 -66.9266 -88.0467 -111.865 -137.474 -163.263 -186.776 -204.72 -213.324 -209.399 -192.728 -170.717 -166.822 -234.841 -482.021 -1104.59 -2439.82 -5038.05 -9755.83 -17865.5 -31166 -52063.1 -83563.5 -129103 -192105 -275175 -378876 -500141 -630603 -755330 -852735 -896450 -859709 -722103 -477465 -140601 249970 635604 948026 1.12479e+06 1.12546e+06 943443 609258 183980 -255261 -633241 -892785 -1.00486e+06 -970740 -816840 -584941 -321053 -65967.8 150730 312750 415976 465386 471329 446147 401691 347852 291994 238988 191610 151063 117488 90389.9 68957.2 52273.4 39447.5 29682 22300.5 16749.9 12590.5 9479.99 7155.44 5417.65 4116.85 3141.16 2407.35 1853.68 1434.41 1115.63 872.24 685.568 541.737 430.387 343.769 276.059 222.87 180.88 147.568 121.008 99.7283 82.5941 68.7303 57.4579 48.2482 40.6878 34.4522 29.2853 24.9847 21.3893 18.3707 15.8259 13.6719 11.8419 10.2815 8.94639 7.80045 6.81387 5.96209 5.22477 4.58498 4.02857 3.54368 3.12032 2.75005 2.42569 2.14116 1.89124 1.67146 1.47799 1.30752 1.15718 1.0245 0.907327 0.803782 0.712231 0.631248 0.55958 0.496133 0.439946 0.390172 -68165.4 33249.8 3.02512e+06 -1.28252e+06 -2.93788e+06 776.318 -39.015 
-93255 -2.54452e+08 -1.59925e+14 6.75256e+14 1.11479e+14 -4.5849e+14 -1.79985e+15 -1.05294e+14 3.93597e+13 8.5639e+11 -2.21165e+11 2.27021e+10 -3.33081e+07 2.92217e+06 6.04731e+06 6.04723e+06 3.34431 3.76732 4.23259 4.74059 5.29031 5.87849 6.49884 7.14087 7.78845 8.41802 8.99625 9.47731 9.79938 9.88067 9.61474 8.86542 7.46133 5.19088 1.7983 -3.01767 -9.60042 -18.3243 -29.5712 -43.6898 -60.9303 -81.3484 -104.672 -130.136 -156.291 -180.849 -200.638 -211.886 -211.147 -197.471 -176.7 -169.252 -223.232 -435.085 -979.934 -2152.38 -4414.73 -8441.08 -15130.8 -25541 -40658 -60906.2 -85311.5 -110367 -128985 -130542 -103738 -44099.4 34564.7 92310.9 71742.9 -105893 -859458 -4.9655e+06 -2.6093e+07 -1.18044e+08 -4.61327e+08 -1.5907e+09 -4.93104e+09 -1.39248e+10 -3.6117e+10 -8.64087e+10 -1.90884e+11 -3.88622e+11 -7.25633e+11 -1.23213e+12 -1.87671e+12 -2.50622e+12 -2.81166e+12 -2.39328e+12 -9.87808e+11 1.1857e+12 3.19418e+12 3.6249e+12 1.44297e+12 -2.93736e+12 -7.30497e+12 -8.75572e+12 -5.81697e+12 5.43403e+10 5.13463e+12 6.05559e+12 2.32821e+12 -3.34837e+12 -7.19846e+12 -7.06521e+12 -3.58029e+12 7.78416e+11 3.62133e+12 4.01212e+12 2.54507e+12 5.1235e+11 -1.0086e+12 -1.59132e+12 -1.38188e+12 -7.7917e+11 -1.50164e+11 2.99987e+11 5.23618e+11 5.66101e+11 5.01555e+11 3.9421e+11 2.8509e+11 1.93775e+11 1.25554e+11 7.83564e+10 4.74807e+10 2.81172e+10 1.63596e+10 9.39491e+09 5.34575e+09 3.02388e+09 1.7053e+09 9.61131e+08 5.42526e+08 3.07251e+08 1.74847e+08 1.00107e+08 5.77267e+07 3.35559e+07 1.96767e+07 1.1646e+07 6.96055e+06 4.20252e+06 2.56391e+06 1.58095e+06 985452 621026 395716 254969 166127 109457 72928.7 49134.2 33471.2 23052.6 16050 11294.5 8031.89 5770.82 4188.19 3069.57 2271.3 1696.3 1278.32 971.768 744.999 575.836 448.616 352.185 278.533 221.861 177.942 143.669 116.741 95.4464 78.4979 64.9248 53.9889 45.1261 37.9022 31.9814 27.1027 23.0616 19.6978 16.8842 14.52 12.5248 10.8339 9.39543 8.16708 -6.07798e+06 3.24548e+06 2.41973e+10 -1.062e+12 3.87828e+13 -4.02295e+13 -9.3803e+13 1.56833e+08 -2.27195e+07 
2.02327e+12 6.54227e+21 1.14008e+30 -7.94719e+29 3.51385e+29 -1.19805e+31 -4.11901e+30 5.53419e+29 -7.4825e+29 -9.49978e+26 -9.1848e+25 2.05261e+23 7.77756e+19 7.00251e+17 -2.53229e+15 1.88581e+14 -3.8348e+09 5.01069e+08 5.39208e+08 5.392e+08 -54.3603 -74.0313 -96.924 -122.499 -149.586 -176.187 -199.36 -215.31 -220.03 -210.9 -190.162 -171.405 -190.928 -326.158 -723.667 -1638.33 -3482.39 -6875.92 -12676.7 -21944.6 -35765 -54825.8 -78645.7 -104447 -125964 -133064 -113870 -61418.9 14942.9 79594 75398.1 -72376.1 -685187 -3.89387e+06 -2.02907e+07 -9.10258e+07 -3.48735e+08 -1.15811e+09 -3.37695e+09 -8.69005e+09 -1.9652e+10 -3.84361e+10 -6.27858e+10 -7.93229e+10 -6.15847e+10 9.14923e+09 9.2985e+10 7.68854e+10 -7.15373e+10 -1.12921e+11 1.06282e+11 -1.06448e+12 -4.57079e+13 -1.36231e+15 -3.2281e+16 -5.68729e+17 -7.6202e+18 -8.0827e+19 -7.00888e+20 -5.07564e+21 -3.10672e+22 -1.61429e+23 -7.10374e+23 -2.62261e+24 -7.97669e+24 -1.9357e+25 -3.52788e+25 -4.17926e+25 -1.53336e+25 3.83651e+25 4.16867e+25 -6.99427e+25 -1.55549e+26 -9.84537e+24 9.34068e+25 -3.38941e+26 -7.86529e+26 -2.66182e+26 4.51945e+26 -7.96869e+24 -6.43585e+26 -1.4537e+26 2.08509e+26 -4.68527e+26 -7.13864e+26 -1.72989e+25 3.01511e+26 -8.78215e+25 -2.90269e+26 -7.48305e+25 8.35354e+25 2.71572e+25 -4.40444e+25 -3.18229e+25 3.34706e+24 1.18548e+25 2.6663e+24 -4.12599e+24 -3.9595e+24 -1.20467e+24 6.85223e+23 1.16951e+24 9.26348e+23 5.49601e+23 2.74027e+23 1.21019e+23 4.88418e+22 1.84032e+22 6.57792e+21 2.25858e+21 7.52625e+20 2.45483e+20 7.89379e+19 2.51781e+19 8.00748e+18 2.5505e+18 8.16665e+17 2.63713e+17 8.6108e+16 2.84933e+16 9.57247e+15 3.26991e+15 1.13712e+15 4.02949e+14 1.45615e+14 5.36953e+13 2.02135e+13 7.77104e+12 3.05186e+12 1.22457e+12 5.02102e+11 2.10391e+11 9.00946e+10 3.94275e+10 1.7632e+10 8.05662e+09 3.76084e+09 1.7931e+09 8.7297e+08 4.33847e+08 2.20022e+08 1.13821e+08 6.00376e+07 3.22761e+07 1.76765e+07 9.85763e+06 5.59509e+06 3.23075e+06 1.89701e+06 1.13219e+06 686551 422826 264377 167765 108004 70517.8 46679.3 31316.4 21285.9 14653.2 10212.6 7203.57 5140.46 3709.66 2706.32 1995.13 1485.74 1117.22 847.992 -5.41943e+08 8.1344e+08 2.1041e+14 -8.29178e+17 2.71295e+23 4.34828e+26 1.64815e+28 -3.93884e+28 -3.84066e+28 1.01953e+21 -3.44375e+20 
1.79647e+33 1.19915e+51 9.56539e+60 2.94815e+60 4.86732e+61 -4.20462e+62 8.78553e+60 -6.56256e+61 3.25306e+61 -5.55126e+57 7.25552e+56 -2.0586e+51 -7.54163e+46 1.51744e+42 -2.07925e+36 1.39413e+33 1.02527e+26 9.97638e+23 -2.51251e+19 2.86914e+18 -7.47535e+11 -3.76745e+11 4.80783e+10 4.80776e+10 -126101 -142266 -135371 -94051 -18923.5 64026.7 100240 21599.4 -327893 -2.03279e+06 -1.13281e+07 -5.50921e+07 -2.27043e+08 -8.02658e+08 -2.47287e+09 -6.69568e+09 -1.59181e+10 -3.28229e+10 -5.70285e+10 -7.84426e+10 -7.2363e+10 -1.32253e+10 7.76116e+10 9.59884e+10 -3.05136e+10 -1.14988e+11 6.94205e+10 -5.84731e+11 -2.87143e+13 -8.31157e+14 -1.93523e+16 -3.31387e+17 -4.1891e+18 -4.01753e+19 -2.97379e+20 -1.6967e+21 -7.27379e+21 -2.1951e+22 -3.95527e+22 -1.93855e+22 4.67698e+22 -1.66434e+22 -1.35932e+23 6.54933e+22 -1.55509e+23 3.50448e+22 1.11413e+24 -5.12399e+26 -6.57437e+29 -4.64261e+32 -1.93807e+35 -4.57452e+37 -6.49981e+39 -5.97591e+41 -3.75007e+43 -1.6604e+45 -5.27165e+46 -1.20201e+48 -1.94355e+49 -2.16386e+50 -1.57027e+51 -6.67354e+51 -1.25947e+52 1.77521e+51 1.19215e+52 -3.38117e+52 2.40334e+52 -1.43187e+53 -8.46248e+52 1.69786e+52 1.80846e+53 -2.7792e+54 -2.98588e+54 2.22251e+54 -3.71475e+54 -3.175e+52 -4.05846e+54 3.3223e+53 -3.85353e+53 -2.81198e+54 -1.70179e+54 1.40631e+53 -1.99278e+54 -2.53086e+53 -1.15328e+54 1.35373e+53 -2.7994e+53 -8.82657e+51 -5.36403e+52 -7.99933e+51 -1.97524e+51 -4.31648e+51 2.10358e+50 -6.88858e+50 -1.61813e+50 6.11891e+49 -3.71037e+49 -2.63112e+49 1.32634e+48 5.19583e+48 2.3298e+48 6.39788e+47 1.31809e+47 2.22346e+46 3.23497e+45 4.20868e+44 5.03155e+43 5.64882e+42 6.06231e+41 6.3124e+40 6.45757e+39 6.55965e+38 6.67649e+37 6.86108e+36 7.165e+35 7.64484e+34 8.37155e+33 9.44374e+32 1.10079e+32 1.32909e+31 1.66554e+30 2.16964e+29 2.94159e+28 4.15484e+27 6.11811e+26 9.39736e+25 1.50622e+25 2.51984e+24 4.40075e+23 8.02354e+22 1.5271e+22 3.03367e+21 6.2887e+20 1.35988e+20 3.06622e+19 7.20508e+18 1.76338e+18 4.49185e+17 1.19e+17 3.2761e+16 9.3644e+15 2.77669e+15 8.533e+14 2.71522e+14 8.93807e+13 3.04109e+13 1.06853e+13 3.87399e+12 1.44809e+12 5.57653e+11 2.2108e+11 9.01664e+10 3.78053e+10 1.62848e+10 7.20191e+09 3.26785e+09 1.52033e+09 7.24752e+08 3.5377e+08 1.76702e+08 9.02506e+07 4.7104e+07 2.51054e+07 -4.83087e+10 4.92428e+12 4.6728e+18 -1.80701e+24 1.8419e+33 2.37488e+42 -1.24541e+51 -7.566e+55 6.85362e+57 -1.61516e+58 -6.68274e+57 6.48912e+48 -2.13725e+48 
3.44463e+83 1.84409e+111 -2.97717e+122 -1.51492e+123 2.20972e+125 2.59117e+124 1.06014e+124 3.13846e+125 3.01916e+123 3.84611e+120 2.49179e+119 1.20647e+110 -5.77678e+104 -3.29788e+94 1.65548e+84 2.2334e+76 -2.25059e+63 1.46835e+58 -2.71955e+46 3.02188e+43 1.98295e+32 -1.14116e+31 -4.06074e+23 -1.90968e+23 -6.40812e+16 -7.22435e+16 4.33273e+12 4.40934e+12 3.98504e+10 -1.31338e+11 -4.29363e+10 8.91621e+10 -7.38484e+12 -2.43578e+14 -6.54948e+15 -1.30871e+17 -1.89679e+18 -2.04879e+19 -1.68875e+20 -1.06849e+21 -5.10038e+21 -1.74413e+22 -3.76438e+22 -3.27448e+22 3.34637e+22 2.17889e+22 -1.37942e+23 1.75195e+22 -6.20441e+22 -3.22524e+22 4.06181e+23 -1.76549e+26 -2.51982e+29 -1.69806e+32 -6.7699e+34 -1.46528e+37 -1.77591e+39 -1.2599e+41 -5.31365e+42 -1.29572e+44 -1.66281e+45 -8.77285e+45 -5.05746e+45 1.40643e+46 -1.13117e+46 -2.04782e+46 2.68694e+46 9.60157e+46 2.807e+47 -3.87973e+47 6.02511e+51 -3.55643e+57 -3.22232e+63 -9.49912e+68 -9.35981e+73 -3.13905e+78 -4.10069e+82 -2.36589e+86 -6.57359e+89 -9.24074e+92 -6.68947e+95 -2.46614e+98 -4.43886e+100 -3.58446e+102 -1.10311e+104 -8.72105e+104 4.44834e+104 -3.48498e+104 2.67036e+105 7.94529e+105 3.93553e+106 -7.68124e+106 -6.30282e+105 -5.80823e+106 5.1446e+108 -8.81062e+109 6.4359e+109 2.19515e+109 1.15854e+110 -2.10534e+108 1.73398e+110 1.24024e+108 5.07101e+108 -6.03837e+109 9.44997e+108 -1.21626e+108 3.04783e+109 -3.4572e+108 2.59113e+109 3.83794e+106 3.38232e+108 -1.76131e+106 1.53999e+107 5.78603e+104 1.02856e+105 3.74118e+104 -2.85681e+102 3.02147e+103 -2.54826e+101 -4.21027e+101 5.30779e+100 -1.66284e+100 -5.92302e+98 -1.57107e+99 1.68868e+97 3.42045e+97 3.21109e+96 1.49422e+95 4.48724e+93 9.85695e+91 1.7154e+90 2.50628e+88 3.21623e+86 3.76017e+84 4.12847e+82 4.36684e+80 4.54682e+78 4.74625e+76 5.0445e+74 5.53073e+72 6.32414e+70 7.61095e+68 9.7134e+66 1.32277e+65 1.93177e+63 3.03761e+61 5.15948e+59 9.49003e+57 1.89392e+56 4.1071e+54 9.68867e+52 2.48824e+51 6.96059e+49 2.12154e+48 7.04599e+46 2.54958e+45 1.00484e+44 4.31131e+42 2.01239e+41 1.021e+40 5.6246e+38 3.36034e+37 2.17421e+36 1.52119e+35 1.14901e+34 9.35351e+32 8.19134e+31 7.70326e+30 7.76492e+29 8.37434e+28 9.64585e+27 1.18455e+27 1.54831e+26 2.15058e+25 3.16939e+24 4.9485e+23 8.17381e+22 1.42635e+22 2.62597e+21 5.09369e+20 1.03962e+20 2.22969e+19 5.01826e+18 1.18366e+18 2.92191e+17 7.53831e+16 1.28283e+19 2.51181e+24 -2.42925e+32 8.91437e+43 3.51381e+58 -4.61806e+76 3.12252e+94 -9.94786e+107 5.47442e+114 1.16866e+117 -1.12662e+117 -4.83534e+116 1.69363e+106 -2.30795e+105 
1.02124e+194 -8.82659e+232 -4.76154e+246 3.53411e+249 -6.1143e+250 -3.3145e+249 -1.03946e+250 7.58512e+250 3.37786e+248 1.27435e+247 7.94236e+243 4.89879e+231 -1.51967e+225 -4.20051e+205 -1.00963e+190 -7.77596e+171 -3.93345e+148 3.46216e+135 6.4617e+110 4.68444e+102 -5.69325e+79 -3.64064e+75 -8.50097e+56 2.30071e+55 2.74719e+41 1.4565e+41 -2.93143e+30 -3.363e+30 1.87808e+24 -6.17339e+24 2.23525e+22 6.82778e+24 -1.89869e+28 -1.68423e+31 -9.04854e+33 -2.62035e+36 -4.10138e+38 -3.64988e+40 -1.90158e+42 -5.73027e+43 -9.30055e+44 -6.73472e+45 -1.09863e+46 1.75976e+46 -2.09967e+46 2.41985e+46 -2.32192e+46 1.55056e+46 6.92282e+46 1.32338e+47 7.56805e+50 -4.69663e+56 -4.51727e+62 -1.21364e+68 -1.04726e+73 -2.74724e+77 -2.36217e+81 -7.06775e+84 -7.26859e+87 -2.27444e+90 -1.53912e+92 -4.56408e+92 8.39715e+92 3.76974e+92 -1.84156e+93 2.7684e+93 -3.04454e+94 -3.05294e+95 1.22936e+96 2.46781e+100 2.2622e+110 -1.20986e+122 -3.23149e+133 -9.38647e+143 -3.10182e+153 -1.35896e+162 -1.02424e+170 -1.64191e+177 -6.413e+183 -6.52605e+189 -1.74166e+195 -1.15569e+200 -1.67976e+204 -4.17437e+207 -1.01558e+210 4.12861e+210 1.11858e+210 1.30334e+211 -2.11451e+212 -3.33038e+213 3.30239e+214 -1.15542e+214 -6.48356e+213 3.20172e+216 4.78497e+219 5.99183e+220 -1.14196e+220 -4.72675e+220 8.12929e+220 3.36616e+219 2.09814e+221 -9.39639e+217 1.25157e+220 5.2336e+219 6.27255e+218 1.1667e+219 4.15312e+219 9.90119e+218 8.32694e+219 -2.77125e+216 9.25874e+218 2.1499e+214 5.49807e+216 -1.13872e+212 1.66817e+213 2.29657e+210 -3.01101e+208 1.19419e+209 6.55291e+204 -1.34065e+206 -1.33476e+203 7.38074e+202 -3.41725e+200 2.76082e+200 -1.11693e+197 -5.68483e+197 5.67402e+194 5.39502e+193 1.52115e+191 1.55491e+188 8.12632e+184 2.60809e+181 5.82455e+177 9.94919e+173 1.4018e+170 1.73351e+166 1.98175e+162 2.18811e+158 2.42146e+154 2.77131e+150 3.36799e+146 4.44399e+142 6.48521e+138 1.06285e+135 1.98096e+131 4.24196e+127 1.05223e+124 3.04333e+120 1.03161e+117 4.11481e+113 1.93719e+110 1.07888e+107 7.11955e+103 5.57292e+100 5.17755e+97 5.71019e+94 7.47418e+91 1.16037e+89 2.1346e+86 4.64654e+83 1.19477e+81 3.62132e+78 1.2907e+76 5.39475e+73 2.63628e+71 1.50133e+69 9.92982e+66 7.60048e+64 6.7081e+62 6.80195e+60 7.89526e+58 1.04532e+57 1.57319e+55 2.68223e+53 5.1641e+51 1.11925e+50 2.72266e+48 7.4121e+46 2.25191e+45 7.61439e+43 2.85769e+42 1.18721e+41 5.44513e+39 2.74974e+38 1.52475e+37 -9.26728e+36 -3.4018e+44 6.44187e+57 2.2862e+77 -3.3069e+103 1.71313e+136 1.52236e+172 3.27935e+203 5.74937e+223 -6.75426e+232 1.39001e+235 -5.81629e+234 -5.96577e+234 3.08328e+222 -1.80332e+221 
-inf inf inf inf -inf -inf inf -inf -inf inf inf inf -inf -inf inf inf inf -inf -2.68332e+260 1.71221e+239 -3.88382e+191 -1.80047e+179 5.10953e+137 -8.84281e+131 -2.46552e+99 3.53773e+97 -8.50196e+72 -5.17118e+72 -5.81225e+55 2.1918e+56 -1.16804e+48 1.36818e+54 -3.37605e+60 -1.60892e+66 -2.50317e+71 -1.1346e+76 -1.58038e+80 -7.32731e+83 -1.15037e+87 -5.62624e+89 -6.61085e+91 -7.77059e+92 2.14895e+93 2.64964e+93 7.79936e+93 1.04275e+94 8.94789e+93 -7.37124e+93 -1.13691e+95 -1.05733e+99 3.75251e+108 -2.23983e+120 -5.78784e+131 -1.34183e+142 -3.03742e+151 -6.85108e+159 -1.76256e+167 -5.42355e+173 -1.74532e+179 -3.69572e+183 -7.41602e+185 4.05706e+186 -4.70636e+186 5.51267e+186 3.74973e+187 9.00839e+188 -9.75357e+190 3.95339e+192 -3.2029e+197 -5.8938e+211 2.88947e+233 -4.12753e+256 -3.20227e+278 -3.07377e+298 -inf -inf -inf -inf -inf -inf -inf -inf -inf -inf inf -inf -inf inf -inf inf inf -inf inf -inf -inf inf -inf inf -inf -inf inf inf inf -inf inf inf -inf -inf inf -inf inf -inf inf -inf inf -inf -inf inf -inf -inf -inf -inf inf inf inf -inf -inf -inf inf inf inf inf inf inf inf inf inf inf inf inf 8.60995e+301 1.3002e+294 2.30593e+286 4.98653e+278 1.35629e+271 4.75984e+263 2.20059e+256 1.36291e+249 1.14599e+242 1.32206e+235 2.1098e+228 4.68677e+221 1.45605e+215 6.34756e+208 3.8916e+202 3.35958e+196 4.08544e+190 6.99516e+184 1.68434e+179 5.69215e+173 2.69247e+168 1.77643e+163 1.62803e+158 2.06248e+153 3.59228e+148 8.55067e+143 2.76366e+139 1.20467e+135 7.03223e+130 5.4579e+126 5.59136e+122 7.50646e+118 1.31129e+115 2.96004e+111 8.57678e+107 3.16935e+104 1.48434e+101 8.75814e+97 6.4727e+94 5.95815e+91 6.79353e+88 9.54299e+85 1.6426e+83 3.44601e+80 8.78006e+77 -3.32823e+82 2.31352e+103 -1.55482e+136 7.98156e+181 5.98084e+240 -inf -inf -inf inf inf inf -inf -inf inf -inf 
-nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -inf -nan -nan inf -inf -inf inf -1.32997e+238 -3.30268e+230 2.21299e+173 -1.93137e+171 5.21693e+129 -1.19658e+130 7.33599e+104 4.87678e+115 -5.73447e+127 -4.25182e+138 -2.99835e+148 -1.89301e+157 -1.22252e+165 -8.89886e+171 -6.83296e+177 -3.9267e+182 -5.42329e+185 1.76338e+187 -6.16124e+187 -2.39908e+188 -6.81658e+188 -6.93351e+188 1.4331e+189 -9.65893e+189 -1.2691e+195 4.18877e+208 8.87336e+229 -1.36862e+253 -8.19909e+274 -4.30282e+294 -inf -inf -inf -inf -inf -inf inf inf inf -inf -inf inf inf inf -inf inf inf -inf -inf -inf -inf -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan inf -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -inf -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf 6.17424e+307 1.86184e+298 1.04811e+289 1.08748e+280 2.05177e+271 6.9414e+262 4.15109e+254 4.32527e+246 7.74046e+238 2.34577e+231 1.18734e+224 9.90421e+216 1.34404e+210 2.93045e+203 1.01431e+197 5.50903e+190 4.64229e+184 6.00272e+178 1.17809e+173 3.47179e+167 1.83109e+162 8.12902e+186 3.79755e+240 inf -inf -nan -inf -nan -nan -nan -nan -nan -nan -nan -nan -nan 
