0	0.993382	0.993382	0.993382	0.993382	1
0.199466	0.198146	0.953989	0.993382	0.973686	0.980172
0.398932	0.388435	0.876766	0.953989	0.915378	0.921476
0.598399	0.56332	0.764775	0.876766	0.820771	0.826239
0.797865	0.715867	0.622457	0.764775	0.693616	0.698237
0.997331	0.840026	0.455455	0.622457	0.538956	0.542546
1.1968	0.930874	0.270392	0.455455	0.362923	0.365341
1.39626	0.984808	0.0746063	0.270392	0.172499	0.173648
1.59573	0.999689	-0.124138	0.0746063	-0.0247657	-0.0249307
1.7952	0.974928	-0.317959	-0.124138	-0.221048	-0.222521
1.99466	0.911506	-0.499172	-0.317959	-0.408565	-0.411287
2.19413	0.811938	-0.660589	-0.499172	-0.57988	-0.583744
2.39359	0.680173	-0.795812	-0.660589	-0.728201	-0.733052
2.59306	0.521435	-0.899476	-0.795812	-0.847644	-0.853291
2.79253	0.34202	-0.967472	-0.899476	-0.933474	-0.939693
2.99199	0.149042	-0.997102	-0.967472	-0.982287	-0.988831
3.19146	-0.0498459	-0.987192	-0.997102	-0.992147	-0.998757
3.39093	-0.246757	-0.938136	-0.987192	-0.962664	-0.969077
3.59039	-0.433884	-0.851877	-0.938136	-0.895006	-0.900969
3.78986	-0.603804	-0.731837	-0.851877	-0.791857	-0.797133
3.98932	-0.749781	-0.582776	-0.731837	-0.657307	-0.661686
4.18879	-0.866025	-0.410606	-0.582776	-0.496691	-0.5
4.38826	-0.947927	-0.222152	-0.410606	-0.316379	-0.318487
4.58772	-0.992239	-0.0248894	-0.222152	-0.123521	-0.124344
4.78719	-0.997204	0.17336	-0.0248894	0.0742355	0.0747301
4.98666	-0.962624	0.364736	0.17336	0.269048	0.27084
5.18612	-0.889872	0.541647	0.364736	0.453191	0.456211
5.38559	-0.781831	0.69708	0.541647	0.619364	0.62349
5.58505	-0.642788	0.82487	0.69708	0.760975	0.766044
5.78452	-0.478254	0.919949	0.82487	0.87241	0.878222
5.98399	-0.294755	0.978548	0.919949	0.949249	0.955573
6.18345	-0.0995678	0.998343	0.978548	0.988446	0.995031
6.38292	0.0995678	0.978548	0.998343	0.988446	0.995031
6.58238	0.294755	0.919949	0.978548	0.949249	0.955573
6.78185	0.478254	0.82487	0.919949	0.87241	0.878222
6.98132	0.642788	0.69708	0.82487	0.760975	0.766044
7.18078	0.781831	0.541647	0.69708	0.619364	0.62349
7.38025	0.889872	0.364736	0.541647	0.453191	0.456211
7.57972	0.962624	0.17336	0.364736	0.269048	0.27084
7.77918	0.997204	-0.0248894	0.17336	0.0742355	0.0747301
7.97865	0.992239	-0.222152	-0.0248894	-0.123521	-0.124344
8.17811	0.947927	-0.410606	-0.222152	-0.316379	-0.318487
8.37758	0.866025	-0.582776	-0.410606	-0.496691	-0.5
8.57705	0.749781	-0.731837	-0.582776	-0.657307	-0.661686
8.77651	0.603804	-0.851877	-0.731837	-0.791857	-0.797133
8.97598	0.433884	-0.938136	-0.851877	-0.895006	-0.900969
9.17545	0.246757	-0.987192	-0.938136	-0.962664	-0.969077
9.37491	0.0498459	-0.997102	-0.987192	-0.992147	-0.998757
9.57438	-0.149042	-0.967472	-0.997102	-0.982287	-0.988831
9.77384	-0.34202	-0.899476	-0.967472	-0.933474	-0.939693
9.97331	-0.521435	-0.795812	-0.899476	-0.847644	-0.853291
10.1728	-0.680173	-0.660589	-0.795812	-0.728201	-0.733052
10.3722	-0.811938	-0.499172	-0.660589	-0.57988	-0.583744
10.5717	-0.911506	-0.317959	-0.499172	-0.408565	-0.411287
10.7712	-0.974928	-0.124138	-0.317959	-0.221048	-0.222521
10.9706	-0.999689	0.0746063	-0.124138	-0.0247657	-0.0249307
11.1701	-0.984808	0.270392	0.0746063	0.172499	0.173648
11.3696	-0.930874	0.455455	0.270392	0.362923	0.365341
11.569	-0.840026	0.622457	0.455455	0.538956	0.542546
11.7685	-0.715867	0.764775	0.622457	0.693616	0.698237
11.968	-0.56332	0.876766	0.764775	0.820771	0.826239
12.1674	-0.388435	0.953989	0.876766	0.915378	0.921476
12.3669	-0.198146	0.993382	0.953989	0.973686	0.980172
12.5664	-2.98539e-11	4.65939e-310	0.993382	4.65939e-310	1
